Symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,coinMarketCapLink,regularMarketPrice,preMarketPrice,logo_url,trailingPegRatio
OXY,77046-0521,Energy,11678,"Occidental Petroleum Corporation, together with its subsidiaries, engages in the acquisition, exploration, and development of oil and gas properties in the United States, the Middle East, Africa, and Latin America. It operates through three segments: Oil and Gas, Chemical, and Midstream and Marketing. The company's Oil and Gas segment explores for, develops, and produces oil and condensate, natural gas liquids (NGLs), and natural gas. Its Chemical segment manufactures and markets basic chemicals, including chlorine, caustic soda, chlorinated organics, potassium chemicals, ethylene dichloride, chlorinated isocyanurates, sodium silicates, and calcium chloride; vinyls comprising vinyl chloride monomer, polyvinyl chloride, and ethylene. The Midstream and Marketing segment gathers, processes, transports, stores, purchases, and markets oil, condensate, NGLs, natural gas, carbon dioxide, and power. This segment also trades around its assets consisting of transportation and storage capacity; and invests in entities. Occidental Petroleum Corporation was founded in 1920 and is headquartered in Houston, Texas.",Houston,713 215 7000,TX,United States,[],https://www.oxy.com,1,5 Greenway Plaza,Oil & Gas E&P,0.55979997,0.32599998,0.66682,14778000384,0.792,0.34037998,18882000896,59,hold,16297000000,11093250048,74,62.08,,1.07,0.09309,25,75.45,84.215,0.47845,110,1362000000,23437000704,33730000896,1.466,USD,35.988,0.793,2.6,NYQ,Occidental Petroleum Corporatio,Occidental Petroleum Corporation,America/New_York,EST,True,-18000000,EQUITY,OXY,finmb_293286,us_market,,2.923,,5.222,,,-1.05,,933980992,,,,9.459,52189223,0.055999998,,1640908800,0.82981,10152999936,-17.063,,,6.563062,0.00176,1703980800,,1656547200,2.08,1663200000,926650393,1.836403,98601607168,2,,1456358400,10000:9983,,,,35.456,1.7189902,1665705600,0.19,,-59.123814,,0.1042,63170063,,,,64.33,63.89,64.04875,0.012746774,0.0275,,63.89,,12233800,64.33,68.7062,0.82,63.89,,12233800,,,0.52,1662681600,,,61.75,USD,,10107866,,,,57981542400,,,15639824,61.75,62.08,1300,10107866,77.13,,5.56,28.75,62.01,False,0.0072000003,900,63.89,,62.08,63.88,https://logo.clearbit.com/oxy.com,
PARA,10036,Communication Services,22965,"Paramount Global operates as a media and entertainment company worldwide. The company operates through TV Media, Direct-to-Consumer, and Filmed Entertainment segments. The TV Media segment operates domestic and international broadcast networks, including CBS Television Network, Network 10, Channel 5, Telefe, and Chilevisión; and cable networks comprising Showtime, BET, Nickelodeon, MTV, Comedy Central, Paramount Network, Smithsonian Channel, and CBS Sports Network. It is also involved in the television production operations; and ownership of broadcast television stations. The Direct-to-Consumer segment provides a portfolio of direct-to-consumer streaming services, including Paramount+, Pluto TV, Showtime Networks' premium subscription streaming service, BET+, and Noggin. The Filmed Entertainment segment operates produces franchise live-action and animated films, and genre films for audiences. It operates under the Paramount Pictures, Paramount Players, Paramount Animation, Nickelodeon Studio, and Miramax names. The company was formerly known as ViacomCBS Inc. and changed its name to Paramount Global in February 2022. Paramount Global was incorporated in 1986 and is headquartered in New York, New York. Paramount Global operates as a subsidiary of National Amusements, Inc.",New York,212 258 6000,NY,United States,[],https://www.paramount.com,1,1515 Broadway,Entertainment,0.11404,0.11603,0.34657001,-247000000,0.185,0.10105,3388999936,15,hold,10842000000,15619624960,23.95,16.11,-0.601,1.472,0.033469997,26,25.1,74.072,0.14965999,47,4036999936,17323999232,29717000192,6.219,USD,45.824,1.141,3,NMS,Paramount Global,Paramount Global,America/New_York,EST,False,-18000000,EQUITY,PARA,finmb_27763231,us_market,,0.897,,7.869,,,,,,,,,,67735089,0.1043,,1640908800,0.79938006,3177999872,,,,,0.05389,1703980800,,1656547200,6.28,1663200000,505520557,1.566322,26667325440,2,,,,,,,-0.596,,1665705600,-1.02,,,,0.1176,65546784,,,,16.52,16.36,25.27955,,0.19709998,,16.6178,,12909240,16.52,18.3796,,16.36,,12909240,,,0.96,1670976000,,,16.0838,USD,,8819222,,,,,,,12335908,16.0838,16.3,3100,8819222,39.21,,2.38,15.29,16.09,False,0.048800003,3200,16.6178,,16.11,16.37,https://logo.clearbit.com/paramount.com,1.5632
PAYC,73142,Technology,5385,"Paycom Software, Inc. provides cloud-based human capital management (HCM) solution delivered as software-as-a-service for small to mid-sized companies in the United States. It offers functionality and data analytics that businesses need to manage the employment life cycle from recruitment to retirement. The company's HCM solution provides a suite of applications in the areas of talent acquisition, including applicant tracking, candidate tracker, background checks, on-boarding, e-verify, and tax credit services; and time and labor management, such as time and attendance, scheduling/schedule exchange, time-off requests, labor allocation, labor management reports/push reporting, and geofencing/geotracking, and Microfence, a proprietary Bluetooth. Its HCM solution also offers payroll applications comprising better employee transaction interface, payroll and tax management, Paycom pay, expense management, mileage tracker/fixed and variable rates, garnishment management, and GL concierge applications; and talent management applications that include employee self-service, compensation budgeting, performance management, position management, and Paycom learning and content subscriptions, as well as my analytics, which offer employment predictor reporting. In addition, its HCM solution provides manager on-the-go that gives supervisors and managers the ability to perform a variety of tasks, such as approving time-off requests and expense reimbursements; direct data exchange; ask here, a tool for direct line of communication to ask work-related questions; document and checklist; government and compliance; benefits administration/benefits to carrier; COBRA administration; personnel action and performance discussion forms; surveys; and affordable care act applications, as well as Clue, which securely collect, track, and manage the vaccination and testing data of the workforce. Paycom Software, Inc. was founded in 1998 and is headquartered in Oklahoma City, Oklahoma.",Oklahoma City,405 722 6900,OK,United States,[],https://www.paycom.com,1,7501 West Memorial Road,Software—Application,0.2926,0.18847,0.8756,341876992,0.309,0.25628,354523008,343,buy,925049000,252987376,398.5,302.63,0.099,1.078,0.04777,18,397,2.917,0.25566,450,279039008,29000000,1211623040,4.822,USD,20.896,0.084,2,NYQ,"Paycom Software, Inc.","Paycom Software, Inc.",America/New_York,EST,False,-18000000,EQUITY,PAYC,finmb_254225545,us_market,,15.736,,53.779,,,5.46,,60025800,,,,11.355,1214285,0.0202,,1640908800,0.76835996,228351008,2.46,,,26.651697,0.1524,1703980800,,1656547200,3.48,1663200000,48705095,1.423728,19065925632,2,,,,,,,0.097,14.992789,1665705600,2.22,,55.42674,,0.0239,1001840,,,,301.62,301.16,322.5755,,0,,305.1,,396490,301.62,322.1282,,301.16,,396490,,,,,,,299.13,USD,123.020325,342294,,,,18165608448,,,422567,299.13,302.21,800,342294,422.83,,,255.82,293.13,False,,2900,305.1,,302.63,300.01,https://logo.clearbit.com/paycom.com,1.668
PAYX,14625-2396,Industrials,16000,"Paychex, Inc. provides integrated human capital management solutions for human resources (HR), payroll, benefits, and insurance services for small to medium-sized businesses in the United States, Europe, and India. It offers payroll processing services; payroll tax administration services; employee payment services; and regulatory compliance services, such as new-hire reporting and garnishment processing. The company also provides HR solutions, including payroll, employer compliance, HR and employee benefits administration, risk management outsourcing, and the on-site availability of a professionally trained HR representative; and retirement services administration, including plan implementation, ongoing compliance with government regulations, employee and employer reporting, participant and employer online access, electronic funds transfer, and other administrative services. In addition, it offers cloud-based HR administration software products for employee benefits management and administration, time and attendance, digital communication solutions, recruiting, and onboarding solutions; plan administration outsourcing and state unemployment insurance services; various business services to small to medium-sized businesses comprising payroll funding and outsourcing services, which include payroll processing, invoicing, and tax preparation; and payment processing services, financial fitness programs, and a small-business loan resource center. Further, the company provides insurance services for property and casualty coverage, such as workers' compensation, business-owner policies, cyber security protection, and commercial auto, as well as health and benefits coverage, including health, dental, vision, and life. It markets and sells its services primarily through its direct sales force. The company was founded in 1971 and is headquartered in Rochester, New York.",Rochester,585 385 6666,NY,United States,[],https://www.paychex.com,1,911 Panorama Trail South,Staffing & Employment Services,0.43987,0.30378,0.70543,1484199936,0.114,0.39973,2082800000,112.21,hold,3255400000,1562324992,127.5,114.43,0.141,1.294,0.12793,16,126.79,28.02,0.46543,140,1230000000,879100032,4735000064,3.413,USD,13.131,0.554,2.9,NMS,"Paychex, Inc.","Paychex, Inc.",America/New_York,EST,True,-18000000,EQUITY,PAYX,finmb_295368,us_market,,8.737,,19.862,,,3.21,,360756992,,,,8.261,9702247,0.0269,,1653955200,0.73222,1438400000,2.92,,,13.851834,0.107480004,1717113600,,1661904000,4.92,1663200000,321776470,0.991156,41369075712,2,,959040000,3:2,,,,0.137,8.718357,1665705600,1.94,,35.647976,,0.030199999,8980885,,,,115.13,115.08,122.6828,0.021540867,0.73050004,,116.2,,2233890,115.13,118.2946,2.48,115.08,,2233890,,,3.16,1667865600,,,114.375,USD,39.188354,1589982,,,,41281421312,,,1680490,114.375,117.44,1100,1589982,141.92,,2.78,105.66,109.92,False,0.0274,900,116.2,,114.43,114.21,https://logo.clearbit.com/paychex.com,3.0313
PCAR,98004,Industrials,28500,"PACCAR Inc designs, manufactures, and distributes light, medium, and heavy-duty commercial trucks in the United States, Europe, Mexico, South America, Australia, and internationally. It operates through three segments: Truck, Parts, and Financial Services. The Truck segment designs, manufactures, and distributes trucks for the over-the-road and off-highway hauling of commercial and consumer goods. It sells its trucks through a network of independent dealers under the Kenworth, Peterbilt, and DAF nameplates. The Parts segment distributes aftermarket parts for trucks and related commercial vehicles. The Financial Services segment conducts full-service leasing operations under the PacLease trade name, as well as provides finance and leasing products and services to customers and dealers. This segment also offers equipment financing and administrative support services for its franchisees; retail loan and leasing services for small, medium, and large commercial trucking companies, as well as independent owners/operators and other businesses; and truck inventory financing services to independent dealers. In addition, this segment offers loans and leases directly to customers for the acquisition of trucks and related equipment. The company also manufactures and markets industrial winches under the Braden, Carco, and Gearmatic nameplates. PACCAR Inc was founded in 1905 and is headquartered in Bellevue, Washington.",Bellevue,425 468 7400,WA,United States,[],https://www.paccar.com,1,777 - 106th Avenue N.E.,Farm & Heavy Construction Machinery,0.12582,0.09481,0.14892,2814700032,0.372,0.11856,3444600064,90,hold,3162000000,14721599488,96.5,99.25,1.045,1.534,0.06931,18,97.22,91.195,0.2143,107,4762899968,11758300160,27376300032,13.694,USD,78.594,1.136,2.6,NMS,PACCAR Inc.,PACCAR Inc,America/New_York,EST,True,-18000000,EQUITY,PCAR,finmb_294721,us_market,,1.434,,11.401,,,7.03,,347176992,,,,30.887,3047899,0.0088,,1640908800,0.66278,2595599872,4.061,,,3.213326,0.01736,1703980800,,1664496000,1.7,1663200000,341476996,0.872881,39271239680,2,,1191974400,3:2,,,,1.037,1.2586551,1665705600,0.75,,14.118065,,0.01,4005113,,,,100.32,100.7,89.70285,0.0127591705,0.1823,,100.83,,2377690,100.32,99.7608,1.28,100.7,,2377690,,,1.48,1668384000,,,99.155,USD,24.439795,1022801,,,,34457317376,,,2138803,99.155,99.79,1100,1022801,107.18,,1.6,77,98.85,False,0.0159,800,100.83,,99.25,100.67,https://logo.clearbit.com/paccar.com,1.3401
PCG,94177,Utilities,26000,"PG&E Corporation, through its subsidiary, Pacific Gas and Electric Company, engages in the sale and delivery of electricity and natural gas to customers in northern and central California, the United States. It generates electricity using nuclear, hydroelectric, fossil fuel-fired, fuel cell, and photovoltaic sources. As of December 31, 2021, the company owns and operates approximately 18,000 circuit miles of interconnected transmission lines; 33 electric transmission substations, approximately 108,000 circuit miles of distribution lines, 67 transmission switching substations, and 753 distribution substations; and natural gas transmission, storage, and distribution system consisting of approximately 43,800 miles of distribution pipelines, approximately 6,200 miles of backbone and local transmission pipelines, and various storage facilities. It serves residential, commercial, industrial, and agricultural customers, as well as natural gas-fired electric generation facilities. The company was incorporated in 1905 and is headquartered in San Francisco, California.",San Francisco,415 973 1000,CA,United States,[],https://www.pgecorp.com,1,77 Beale Street,Utilities—Regulated Electric,0,0,0,,,0,,12.5,buy,6061000000,,16.5,16.16,,,,12,16.71,,,19,,,,,USD,10.399,,2,NYQ,Pacific Gas & Electric Co.,PG&E Corporation,America/New_York,EST,True,-18000000,EQUITY,PCG,finmb_139813,us_market,,,,,,,1.36,,1985369984,,,,10.643,126497824,0.0513,,1640908800,0.68148005,,-0.968,,,1.518369,0.13971,1703980800,,1664496000,2.66,1663200000,,,30129858560,2,,427334400,2:1,,,,,,1665705600,3.07,,11.882353,,0.0513,73174660,,,,16.45,16.45,12.7342,0,0,,16.49,,19492200,16.45,15.2354,0,16.45,,19492200,,,,1506556800,,,16.11,USD,,8396856,,,,36355796992,,,27077596,16.11,16.21,3100,8396856,16.49,,,9.64,16.12,False,,21500,16.49,,16.16,16.4699,https://logo.clearbit.com/pgecorp.com,4.6799
PEAK,80237,Real Estate,196,"Healthpeak Properties, Inc. is a fully integrated real estate investment trust (REIT) and S&P 500 company. Healthpeak owns and develops high-quality real estate in the three private-pay healthcare asset classes of Life Science, Medical Office and Senior Housing, designed to provide stability through the inevitable industry cycles. At Healthpeak, we pair our deep understanding of the healthcare real estate market with a strong vision for long-term growth.",Denver,949-407-0700,CO,United States,[],https://www.healthpeak.com,1,5050 South Syracuse Street,REIT—Healthcare Facilities,0.52386004,0.11278,0.58672,885321984,0.088,0.17307,1037753984,23,buy,1127375000,1102346880,29,24.71,-0.754,0.379,0.014450001,15,30.33,95.667,0.0326,38,74642000,6654874112,1980973952,0.138,USD,3.674,0.07,2.3,NYQ,"Healthpeak Properties, Inc.","Healthpeak Properties, Inc.",America/New_York,EST,True,-18000000,EQUITY,PEAK,finmb_277966,us_market,,9.915,,18.927,,,0.37,,539072000,,,,12.374,8117896,0.015,,1640908800,0.96819997,213084992,1.145,,,1.996929,0.0029699998,1703980800,,1656547200,1.64,1663200000,537817007,0.82277,19641657344,2,,1477958400,1098:1000,,,,-0.753,6.7242017,1665705600,-3,,66.78378,,0.025,8452006,,,,25.31,25.41,27.48395,0.050177794,3,,25.49,,3850850,25.31,24.5988,1.27,25.41,,3850850,,,1.2,1659657600,,,24.66,USD,21.580786,2884732,,,,13320468480,,,4359124,24.66,24.69,1000,2884732,36.85,,4.83,21.41,24.03,False,0.052199997,1000,25.49,,24.71,,https://logo.clearbit.com/healthpeak.com,3.1512
PEG,07102,Utilities,12684,"Public Service Enterprise Group Incorporated, through its subsidiaries, operates as an energy company primarily in the Northeastern and Mid-Atlantic United States. It operates through two segments, PSE&G and PSEG Power. The PSE&G segment transmits electricity; distributes electricity and gas to residential, commercial, and industrial customers, as well as invests in solar generation projects, and energy efficiency and related programs; and offers appliance services and repairs. As of December 31, 2021, it had electric transmission and distribution system of 25,000 circuit miles and 862,000 poles; 56 switching stations with an installed capacity of 39,353 megavolt-amperes (MVA), and 235 substations with an installed capacity of 9,285 MVA; four electric distribution headquarters and five electric sub-headquarters; and 18,000 miles of gas mains, 12 gas distribution headquarters, two sub-headquarters, and one meter shop, as well as 58 natural gas metering and regulating stations. Public Service Enterprise Group Incorporated was incorporated in 1985 and is based in Newark, New Jersey.",Newark,973 430 7000,NJ,United States,[],https://www.pseg.com,1,80 Park Plaza,Utilities—Regulated Electric,0.30113,-0.105909996,0.24358,1043000000,0.108,0.16303,2815000064,60,buy,3010000000,-1028625024,68,61.29,,0.777,0.01926,16,68.69,157.603,-0.06756,76,2207000064,21162999808,9347999744,4.424,USD,18.64,0.558,2.1,NYQ,Public Service Enterprise Group,Public Service Enterprise Group Incorporated,America/New_York,EST,True,-18000000,EQUITY,PEG,finmb_298482,us_market,,4.993,,16.582,,,3.5,,505664000,,,,31.714,5929881,0.0119,,1640908800,0.72994006,-990000000,3.76,,,1.932585,0.00169,1703980800,,1656547200,2.36,1663200000,497712763,0.612011,46677659648,2,,1202169600,2:1,,,,,3.3153772,1665705600,4.21,,17.511429,,0.0119,5891831,,,,61.81,61.92,63.7998,0.03171008,,,62.355,,2313490,61.81,58.2352,1.96,61.92,,2313490,,,2.16,1662595200,,,61.23,USD,16.300531,1730770,,,,30992146432,,,3228116,61.23,61.33,1000,1730770,75.61,,3.31,52.51,61.21,False,0.0385,800,62.355,,61.29,,https://logo.clearbit.com/pseg.com,4.295
PEP,10577,Consumer Defensive,309000,"PepsiCo, Inc. manufactures, markets, distributes, and sells various beverages and convenient foods worldwide. The company operates through seven segments: Frito-Lay North America; Quaker Foods North America; PepsiCo Beverages North America; Latin America; Europe; Africa, Middle East and South Asia; and Asia Pacific, Australia and New Zealand and China Region. It provides dips, cheese-flavored snacks, and spreads, as well as corn, potato, and tortilla chips; cereals, rice, pasta, mixes and syrups, granola bars, grits, oatmeal, rice cakes, simply granola, and side dishes; beverage concentrates, fountain syrups, and finished goods; ready-to-drink tea, coffee, and juices; dairy products; and sparkling water makers and related products. It serves wholesale and other distributors, foodservice customers, grocery stores, drug stores, convenience stores, discount/dollar stores, mass merchandisers, membership stores, hard discounters, e-commerce retailers and authorized independent bottlers, and others through a network of direct-store-delivery, customer warehouse, and distributor networks, as well as directly to consumers through e-commerce platforms and retailers. The company was founded in 1898 and is headquartered in Purchase, New York.",Purchase,914 253 2000,NY,United States,[],https://www.pepsico.com,1,700 Anderson Hill Road,Beverages—Non-Alcoholic,0.18120001,0.11614,0.5324,11288000512,0.088,0.15052,15155999744,170,buy,42429000000,7095875072,183,181.75,0.219,0.918,0.08384,20,183.68,205.095,0.5571,200,6742000128,39245000704,83643998208,4.894,USD,60.491,0.681,2.5,NMS,"Pepsico, Inc.","PepsiCo, Inc.",America/New_York,EST,True,-18000000,EQUITY,PEP,finmb_32854,us_market,,3.327,,18.36,,,6.57,,1382649984,,,,10.092,8736162,0.0063,,1640390400,0.73959,9713999872,5.402,,,18.009314,0.00151,1703462400,,1662163200,1.56,1663200000,1375119116,0.568901,278265233408,2,,833328000,2:1,,,,0.215,3.0043592,1665705600,3.23,,27.663622,,0.0063,11722917,,,,183.07,184.1,172.23515,0.02234118,0.6366,,184.5442,,5434450,183.07,180.6258,4.09,184.1,,5434450,,,4.6,1661990400,,,181.64,USD,33.644947,2505094,,,,251296628736,,,5038726,181.64,181.77,900,2505094,186.84,,2.83,153.37,181.63,False,0.025799999,1100,184.5442,,181.75,184.69,https://logo.clearbit.com/pepsico.com,3.094
PFE,10017,Healthcare,79000,"Pfizer Inc. discovers, develops, manufactures, markets, distributes, and sells biopharmaceutical products worldwide. It offers medicines and vaccines in various therapeutic areas, including cardiovascular metabolic and women's health under the Premarin family and Eliquis brands; biologics, small molecules, immunotherapies, and biosimilars under the Ibrance, Xtandi, Sutent, Inlyta, Retacrit, Lorbrena, and Braftovi brands; and sterile injectable and anti-infective medicines, and oral COVID-19 treatment under the Sulperazon, Medrol, Zavicefta, Zithromax, Vfend, Panzyga, and Paxlovid brands. The company also provides medicines and vaccines in various therapeutic areas, such as pneumococcal disease, meningococcal disease, tick-borne encephalitis, and COVID-19 under the Comirnaty/BNT162b2, Nimenrix, FSME/IMMUN-TicoVac, Trumenba, and the Prevnar family brands; biosimilars for chronic immune and inflammatory diseases under the Xeljanz, Enbrel, Inflectra, Eucrisa/Staquis, and Cibinqo brands; and amyloidosis, hemophilia, and endocrine diseases under the Vyndaqel/Vyndamax, BeneFIX, and Genotropin brands. In addition, the company is involved in the contract manufacturing business. It serves wholesalers, retailers, hospitals, clinics, government agencies, pharmacies, and individual provider offices, as well as disease control and prevention centers. The company has collaboration agreements with Bristol-Myers Squibb Company; Astellas Pharma US, Inc.; Myovant Sciences Ltd.; Akcea Therapeutics, Inc; Merck KGaA; Valneva SE; BioNTech SE; and Arvinas, Inc. Pfizer Inc. was founded in 1849 and is headquartered in New York, New York.",New York,212 733 2323,NY,United States,[],https://www.pfizer.com,1,235 East 42nd Street,Drug Manufacturers—General,0.42973,0.28939,0.62755,31453999104,0.468,0.38050997,43520999424,,none,50627000000,29055250432,,50.8,0.774,1.423,0.1319,,,46.291,0.37397,,33312000000,40490000384,101275000832,5.935,USD,18.059,1.077,,NYQ,"Pfizer, Inc.",Pfizer Inc.,America/New_York,EST,True,-18000000,EQUITY,PFE,finmb_162270,us_market,,2.6,,6.05,,,3.16,,5612870144,,,,11.359,62511349,0.0111,,1640908800,0.70078003,29481000960,1.707,,,4.4722247,0.00046,1703980800,,1656806400,3.19,1663200000,5607637433,0.637067,263306117120,2,,1605571200,1054:1000,,,,0.781,2.8154411,1665705600,0.01,,16.075949,,0.0111,63887362,,,,51.13,51.05,49.388,0.029728143,0.3074,,51.39,,23199510,51.13,48.7478,1.52,51.05,,23199510,,,1.6,1667433600,,,50.75,USD,29.759811,9581645,,,,285133799424,,,21344016,50.75,50.75,3200,9581645,59.8,,3.6,41.45,50.82,False,0.035099998,2900,51.39,,50.8,51.03,https://logo.clearbit.com/pfizer.com,
PFG,50392,Financial Services,18600,"Principal Financial Group, Inc. provides retirement, asset management, and insurance products and services to businesses, individuals, and institutional clients worldwide. The company operates through Retirement and Income Solutions, Principal Global Investors, Principal International, and U.S. Insurance Solutions segments. The Retirement and Income Solutions segment provides a portfolio of asset accumulation products and services for retirement savings and income. It offers products and services for defined contribution plans, including 401(k) and 403(b) plans, defined benefit pension plans, nonqualified executive benefit plans, employee stock ownership plans, equity compensation, and pension risk transfer services; individual retirement accounts; investment only products; and mutual funds, individual variable annuities, and bank products. The Principal Global Investors segment provides equity, fixed income, real estate, and other alternative investments, as well as asset allocation, stable value management, and other structured investment strategies. The Principal International segment offers pension accumulation products and services, mutual funds, asset management, income annuities, and life insurance accumulation products, as well as voluntary savings plans in Brazil, Chile, Mexico, China, Hong Kong Special Administrative Region, India, and Southeast Asia. The U.S. Insurance Solutions segment provides specialty benefits, such as group dental and vision insurance, group life insurance, and group and individual disability insurance, as well as administers group dental, disability, and vision benefits; and individual life insurance products comprising universal, variable universal, indexed universal, and term life insurance products in the United States. It also offers insurance solutions for small and medium-sized businesses and their owners, as well as executives. Principal Financial Group, Inc. was founded in 1879 and is based in Des Moines, Iowa.",Des Moines,515 247 5111,IA,United States,[],https://www.principal.com,1,711 High Street,Asset Management,0.32685003,0.2469,0.60984004,2923899904,0.881,0.31024998,5649200128,61,hold,7070900000,223775008,75,84.4,8.045,1.288,0.01126,13,74.15,42.33,0.30925,86,3675200000,4803200000,17283500032,14.746,USD,66.233,0.345,3.2,NMS,Principal Financial Group Inc,"Principal Financial Group, Inc.",America/New_York,EST,True,-18000000,EQUITY,PFG,finmb_201105,us_market,,1.25,,3.823,,,6.85,,265068992,,,,56.534,10520795,0.0422,,1640908800,0.7676,4267300096,5.88,,,1.4929069,0.012180001,1703980800,,1656547200,5.96,1663200000,248063427,1.239867,21596614656,2,,,,,,,7.456,1.2944036,1665705600,2.2,,12.321168,,0.0478,9341243,,,,85.08,85.22,75.52505,0.026328161,0.1565,,85.47,,1682570,85.08,87.5986,2.24,85.22,,1682570,,,2.56,1662508800,,,84.35,USD,14.353742,1012602,,,,22371823616,,,1797318,84.35,86.51,800,1012602,96.17,,3.98,61.05,82.26,False,0.0317,800,85.47,,84.4,84.92,https://logo.clearbit.com/principal.com,
PG,45202,Consumer Defensive,106000,"The Procter & Gamble Company provides branded consumer packaged goods worldwide. It operates through five segments: Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine & Family Care. The Beauty segment offers conditioners, shampoos, styling aids, and treatments under the Head & Shoulders, Herbal Essences, Pantene, and Rejoice brands; and antiperspirants and deodorants, personal cleansing, and skin care products under the Olay, Old Spice, Safeguard, Secret, and SK-II brands. The Grooming segment provides shave care products and appliances under the Braun, Gillette, and Venus brand names. The Health Care segment offers toothbrushes, toothpastes, and other oral care products under the Crest and Oral-B brand names; and gastrointestinal, rapid diagnostics, respiratory, vitamins/minerals/supplements, pain relief, and other personal health care products under the Metamucil, Neurobion, Pepto-Bismol, and Vicks brands. The Fabric & Home Care segment provides fabric enhancers, laundry additives, and laundry detergents under the Ariel, Downy, Gain, and Tide brands; and air care, dish care, P&G professional, and surface care products under the Cascade, Dawn, Fairy, Febreze, Mr. Clean, and Swiffer brands. The Baby, Feminine & Family Care segment offers baby wipes, taped diapers, and pants under the Luvs and Pampers brands; adult incontinence and feminine care products under the Always, Always Discreet, and Tampax brands; and paper towels, tissues, and toilet papers under the Bounty, Charmin, and Puffs brands. The company sells its products primarily through mass merchandisers, e-commerce, grocery stores, membership club stores, drug stores, department stores, distributors, wholesalers, specialty beauty stores, high-frequency stores, pharmacies, electronics stores, and professional channels, as well as directly to consumers. The Procter & Gamble Company was founded in 1837 and is headquartered in Cincinnati, Ohio.",Cincinnati,513 983 1100,OH,United States,[],https://www.pginvestor.com,1,One Procter & Gamble Plaza,Household & Personal Products,0.26552,0.18107,0.47234002,16149999616,0.013,0.23122999,21364000768,105,buy,38212000000,10122000384,145,151.96,-0.021,0.615,0.09856,22,146.29,74.442,0.32244998,170,6710000128,33002999808,80460996608,2.832,USD,33.53,0.339,2.4,NYQ,Procter & Gamble Company (The),The Procter & Gamble Company,America/New_York,EST,True,-18000000,EQUITY,PG,finmb_33328,us_market,,4.194,,15.797,,,5.96,,2419950080,,,,18.676,12350975,0.0052,,1656547200,0.66247004,14286999552,5.439,,,8.136646,0.00124,1719705600,,1664496000,1.81,1663200000,2366971711,0.386514,337484546048,2,,1087776000,2:1,,,,-0.042,4.5703588,1665705600,4.73,,25.496645,,0.0052,13990558,,,,153.95,154.275,144.5243,0.020545634,0.6181,,154.65,,7222170,153.95,142.2636,3.163,154.275,,7222170,,,3.65,1666224000,,,151.9,USD,27.93896,4040456,,,,367735635968,,,6685045,151.9,152.07,900,4040456,165.35,,2.67,122.18,151.26,False,0.0279,800,154.65,,151.96,154.33,https://logo.clearbit.com/pginvestor.com,5.0185
